,annotation.creatingUser,annotation.creationDateTime,annotation.guid,annotation.isCode,annotation.isNote,annotation.CodeRef.targetGUID,annotation.NoteRef.targetGUID,annotation.quoteGUID,quote.startPosition,quote.modifyingUser,quote.modifiedDateTime,quote.creatingUser,quote.creationDateTime,quote.endPosition,quote.guid,quote.name,quote.documentGUID,document.plainTextPath,document.modifyingUser,document.modifiedDateTime,document.creatingUser,document.creationDateTime,document.richTextPath,document.guid,document.name
0,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,C97D9E16-6C2E-49E8-81BB-1303FF592B89,True,False,F5118719-52BC-4694-928B-6618419F596B,,A8BE2DCF-487D-4AC7-9F47-B72227353198,9080,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,9120,A8BE2DCF-487D-4AC7-9F47-B72227353198,2019-10-24T14:28:32.652Z Person 2: ok so,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
1,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:15Z,CCB71F93-004A-4986-96FD-1508198C75D3,True,False,E35A8596-D7AB-4540-918D-BF869846C5CB,,A8BE2DCF-487D-4AC7-9F47-B72227353198,9080,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,9120,A8BE2DCF-487D-4AC7-9F47-B72227353198,2019-10-24T14:28:32.652Z Person 2: ok so,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
2,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-15T17:29:08Z,0A01D232-B257-4C6C-B362-CFEE971E81AE,True,False,F338EC25-DCC3-47BE-969C-14DE2ABF384C,,A8BE2DCF-487D-4AC7-9F47-B72227353198,9080,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,9120,A8BE2DCF-487D-4AC7-9F47-B72227353198,2019-10-24T14:28:32.652Z Person 2: ok so,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
3,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:17Z,21669E66-6D11-4272-A46F-6D551DB8D7EE,True,False,AF54E626-5DB3-4DC7-86BB-2595F87B171C,,A8BE2DCF-487D-4AC7-9F47-B72227353198,9080,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:13Z,9120,A8BE2DCF-487D-4AC7-9F47-B72227353198,2019-10-24T14:28:32.652Z Person 2: ok so,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
4,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:37Z,5507C67D-AB9B-4A50-A858-2D7F34BECAFE,True,False,7C3B0402-6F4F-47B8-8360-6BCC4EB1A94D,,AEC7EAA1-73D3-4727-B20E-71B85507BC8E,6390,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,6452,AEC7EAA1-73D3-4727-B20E-71B85507BC8E,2019-10-24T14:26:34.850Z Person 0: everything else is coorrect,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
5,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:35Z,75BE75A8-15A0-4871-A360-04AD61AE69A3,True,False,E35A8596-D7AB-4540-918D-BF869846C5CB,,AEC7EAA1-73D3-4727-B20E-71B85507BC8E,6390,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,6452,AEC7EAA1-73D3-4727-B20E-71B85507BC8E,2019-10-24T14:26:34.850Z Person 0: everything else is coorrect,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
6,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,88383A7E-3EF6-42D0-A3DD-AEEC8CBF5270,True,False,EE8FDA12-3B2A-42EF-9E7B-01EAF8BD413C,,AEC7EAA1-73D3-4727-B20E-71B85507BC8E,6390,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:33Z,6452,AEC7EAA1-73D3-4727-B20E-71B85507BC8E,2019-10-24T14:26:34.850Z Person 0: everything else is coorrect,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
7,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:49:34Z,DBB752FA-9261-4D98-93E7-712661CDD080,True,False,11E0D7E1-25AB-4FCA-89E9-0D9DEC42FDAB,,A2949220-B5FA-4DD4-ABAE-1AF2A295BDDA,4566,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:49:34Z,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:49:34Z,4616,A2949220-B5FA-4DD4-ABAE-1AF2A295BDDA,2019-10-24T14:26:11.909Z Person 0: I have an issue,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
8,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:06Z,C96DB81D-F94E-4FED-969C-6B403E8414E0,True,False,47320667-5DDF-4B6A-8DDC-20BAD1851788,,2CBA639A-7547-4DAA-8FF7-8212B9706B2B,9121,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:06Z,22E636BC-B569-422A-AE7A-993AD0ED5EFE,2024-05-14T15:48:06Z,9159,2CBA639A-7547-4DAA-8FF7-8212B9706B2B,2019-10-24T14:28:32.959Z Person 0: hey,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
9,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:43Z,509C8EA9-86B5-4BA1-A704-3470DC9A7DDA,True,False,AE184BD2-6DF4-492B-B4FE-F7D446C30B51,,FDDE9BAB-A880-46CC-8BE7-C52A2B82581B,6857,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:43Z,AA481761-C551-492F-A858-E02C6EE27326,2024-04-28T17:45:43Z,6953,FDDE9BAB-A880-46CC-8BE7-C52A2B82581B,2019-10-24T14:26:48.713Z Person 0: yes 2019-10-24T14:26:53.837Z Person 0: it has to be recursive,40F884D5-42DA-4416-B782-A5FB41BF2B91,internal://DAE923A8-0FF1-474D-9852-C9C8341A8968.txt,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2024-04-08T20:26:29Z,internal://99EBC0B9-C147-4587-9641-2FAF79E99DF1.docx,40F884D5-42DA-4416-B782-A5FB41BF2B91,0ukelcEjyA.txt
