,document.name,document.creatingUser,document.creationDateTime,document.modifyingUser,document.modifiedDateTime,document.plainTextPath,document.richTextPath,document.guid,Annotator_1,Annotator_0,Annotator_2
44,HNzaHs0bxj.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://A51311C0-CBF9-4E1C-BFCC-D84EFD311387.txt,internal://ADC0CFB7-46EA-4207-8295-3F4613038A1C.docx,F3197BBF-6D31-49DF-A0AB-983C53A05499,True,True,True
45,HVtjgujPjm.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://8CFF2B4D-7395-4CF3-89D8-F7A6A15AAB79.txt,internal://B29908B3-10AE-4F4D-8F3C-BA5FAAE86003.docx,6F93AD3F-4980-44F6-A920-CEB61396F0F9,True,True,True
46,I9VVNFEMbn.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://CBD90BC2-0724-43A7-B49B-4C5F59D3583F.txt,internal://48263C95-583E-44E9-8B05-59BE9F5B3702.docx,A2F0EA54-49E8-4907-99CE-607FEA0314BC,True,True,True
47,IcTPznP9pK.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://8C95EF1E-EA1D-40B1-B042-3005335DE95E.txt,internal://1FA50557-FACA-4ED3-BD44-5AE32EE9C70C.docx,C73014D5-B889-44FB-BC9B-6ACA3BFCF880,True,True,True
48,KDeDif5VK2.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://40554AD3-414F-469A-B87D-634A96847D86.txt,internal://66D8E7B5-93E9-4EC4-BDC7-272505D35F0B.docx,27FDB197-CB05-4CAD-B53C-2A49636208FA,True,True,True
49,KdpIdnyC1e.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://B343F249-124D-48BF-9F7B-ADB7FEE7B2B1.txt,internal://486422D6-491F-4C10-9EA4-64ED6605F721.docx,2002EFD9-57CC-478B-B717-B7150A9A5426,True,True,True
50,KrgaUnySs9.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://EF5255E0-2729-4033-8020-FAE427841F0F.txt,internal://9C3E6F79-AF7D-4815-A650-B2EA7D5E7D27.docx,4B5D0235-1F5C-4AE7-B2EC-A6BF3A222F73,True,True,True
51,LQtcp09Poj.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://0017C929-4C0E-413D-8786-F267CEA43421.txt,internal://3E2CD2E1-F3EA-49A6-910E-0354A0660989.docx,6C1A5433-2BBC-43E5-85D8-808D98DDD7DF,True,True,True
52,MHQbpUGMPt.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://3AF8012D-3E2D-4608-9532-F3695B7A6571.txt,internal://81B65BAE-BC27-4751-B05A-322AF7271292.docx,6977191D-B2F2-4059-8D1F-0B6A05CDE7E7,True,True,True
53,NS0NgeyjzM.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://A2F14838-6715-47B0-9C50-8EC1BBC30807.txt,internal://06EE5B94-7483-45BF-ADDA-0F73655A8AD0.docx,57CA3945-9C68-4BC3-B61A-29A68DA079D0,True,True,True
54,OwGP2V9HqO.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://7757BEA1-4C79-4420-8FD9-C48403B51738.txt,internal://8AE54091-E3E4-49A6-B477-380F27BE511F.docx,EF933865-8574-43B2-B2BF-9004A5DF914A,True,True,True
55,P0bldfytH1.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://C529B210-1630-420B-8B12-1A8DB930F5D2.txt,internal://774A1F35-D736-490E-A838-C76C6EEC9085.docx,8C784349-1148-4208-9F4C-F9266264ED62,True,True,True
56,PttugHGtsT.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://A459D232-8298-4F86-AF10-CAE58DE6671C.txt,internal://D4F35835-1974-4F94-A308-93FA6E5DBE3E.docx,E673F08F-10FC-433C-88B5-AFAE9CC14CC6,False,True,True
57,Py0LDeq9Fn.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://4E9416F7-82FE-4661-AD11-2351C5DCE689.txt,internal://C3F45F4A-C3A2-4AFD-8945-D2E4BBCF9EF9.docx,BA43CC6F-565D-4D50-BAB5-DF29CC4C1996,False,True,True
58,QBqEkkfh0N.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://066ECA86-490F-412D-B73C-F5A62ADCA08C.txt,internal://0FF1D35B-ED11-4654-974F-960E1EC12D6F.docx,FD6DF50C-3DF1-405E-AA6C-A94A6C0533EF,False,True,True
59,QqCKExBKmp.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://320F367B-B2CC-4BBA-9F6D-86C9D5324FAA.txt,internal://E5D4F9DF-9334-4F4B-8344-1598BE72C893.docx,83ED0126-7F98-4539-84EF-84C1ECD04286,True,True,True
60,Qvina6Aln9.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://399058A8-0A4D-457C-9D7B-7F2CC6F0E631.txt,internal://6F3B0AAF-35B3-46DF-B107-45F34960857D.docx,B11CBB4C-D72A-4734-B2D5-48871E25428F,False,True,True
61,R7ghrADaMf.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://E09800E0-6A9A-4664-8C9F-47F00558D001.txt,internal://987457EA-0A65-42BC-9DB4-AEB1654E3E15.docx,D563B569-51E5-4443-AA74-9AAFC78B856E,False,True,True
62,Rsmx9wV262.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://031B9600-CE67-4627-9777-2F7C11745C83.txt,internal://A7204972-1FA5-4860-8E08-A58F4F174095.docx,C050E7FA-FA25-4495-AFF0-2961F77C2F97,True,True,True
63,SfUOswpMVT.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://AE010191-8C14-4788-8465-F28632FF6E25.txt,internal://5A409A25-5E00-44E5-8C4D-E81FBBCEA2E8.docx,13C37FDB-0BC0-405F-A271-BEBFB52C9F49,False,True,True
64,SnHdzR6C2E.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://B80646BD-AD77-42C7-94D2-E1406D7F9407.txt,internal://B1E3A417-AE40-45CE-BC75-83BC167512DF.docx,39E0CA3C-DAD5-4B20-9138-1BC56B66AF0B,False,True,True
65,Tw8SjgKHkE.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://0742E1EA-99A2-4627-B741-3A3D2251986A.txt,internal://09C708A2-609B-4C97-9400-DE688A35C95D.docx,DF66A3F6-3991-4AF0-8800-9BCFAB58C131,False,True,True
66,UaMcw4PLym.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://7746A4E3-5E50-4290-B9D8-175A5CB5D42D.txt,internal://1A989F84-6607-40AA-B875-B9255C8D5C9D.docx,7F122494-9569-4D9F-BE17-B7FAD41FF0DE,True,True,True
67,VUhFKwTpRT.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://1EDD6AD0-1390-41D3-BF52-4DA7FCBA4084.txt,internal://9B3202E2-28D9-43AC-89A9-A694BACCFA23.docx,393A8459-6C70-4647-B8AD-2AE1075AC26B,True,True,True
68,aQ1EhH8Ckb.txt,N/A,N/A,N/A,N/A,internal://C6038D50-DA2A-4DC0-B977-7050A6128CA2.txt,internal://880F5DEE-7073-485F-A576-D903B5D9B478.docx,9198FD01-034F-467F-9ED7-6A8891F5C238,False,True,False
69,an4Ezv2tyQ.txt,N/A,N/A,N/A,N/A,internal://56FAEB8C-C129-4698-89B1-1C0852A642DB.txt,internal://BC8D18CE-66BA-4A2E-8DDA-CE0E7AEF6ABF.docx,7F9D0F5F-74CF-4BA3-AB54-7A2639486068,False,True,False
70,bUsO4vo2zB.txt,N/A,N/A,N/A,N/A,internal://DD3E6463-FFBE-40FE-ACA5-BB2BA3126EF0.txt,internal://16B47B03-5AE0-4BA0-91FC-A59B45905D48.docx,E94E0A79-121D-440C-B342-75CA03BBD98E,True,True,False
71,bbtqlQeMsN.txt,N/A,N/A,N/A,N/A,internal://FE4290C6-695C-46D0-92E4-E53D82FE4688.txt,internal://703480EB-E59B-4BD2-B0CE-D7980AAD413F.docx,610623F0-1EC2-4D58-8BF7-D2361378172C,False,True,False
72,bvlCGvOCnt.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://50DB56FF-6DF5-47A7-91D5-35425FCAF9EE.txt,internal://71E8D661-E7AB-4643-B061-66F45B0BB85F.docx,BB780D5C-B3A9-454C-885F-CBC2CCB1E1E2,True,True,True
73,d7wrtvcj1g.txt,N/A,N/A,N/A,N/A,internal://79FC4B97-443A-4995-B1D9-476A0D814DF5.txt,internal://4B7CBC46-4534-4FF7-9EE9-7302EEEFEE42.docx,5826A320-B271-41CF-9AB5-E76DCC1CB234,False,True,False
74,dGw500Ha7A.txt,N/A,N/A,N/A,N/A,internal://A4C0F413-9EBF-449D-A3B6-297E59E329CD.txt,internal://C462FA9E-91FB-4537-A944-3661265C8453.docx,7BE61021-E0A9-4193-A6C4-93F24856A833,True,True,True
75,dhpHe3uvIu.txt,N/A,N/A,N/A,N/A,internal://9EE6FDAF-1F87-49C3-B858-FB047CEF0EB4.txt,internal://B836A4AF-36BB-4E42-AF82-5E873177821D.docx,D306A9EE-0F39-4EA2-9DEA-C18BF9098986,False,True,False
76,eBS0fslIHL.txt,Annotator_0,2023-10-12T12:37:07Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-10-12T12:37:07Z,internal://37E99C15-6178-47D5-96CB-47807A721168.txt,internal://5ECB9C95-DD32-450C-B554-DCB83CAFE6EA.docx,E25BF5AD-A36E-4922-A4FE-851B83FAA27B,True,True,True
77,eDhoLUjtdd.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://1975EA81-71FA-4CDD-A332-0AA60BF89ECC.txt,internal://71BF8030-2C0C-45D4-BEF0-BBBC6F5534DB.docx,3C038E07-3004-40B2-92B5-D3BCF936C742,True,True,True
78,eKKIb45OQb.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://F4682CC6-6B06-4DEA-82BE-4241236E240A.txt,internal://A6427C97-E0DD-426A-9ED4-F5F9459065E9.docx,5CA96B2F-63D5-484B-8CE5-89DEF6037FDD,True,True,True
79,eqPEtn9Qae.txt,Annotator_0,2023-09-06T00:02:17Z,57500D78-CB6B-4955-9A3C-4A3940F6263A,2023-09-06T00:02:17Z,internal://B126D609-C275-4CC0-935B-1C89AB24F156.txt,internal://8DA1F968-64EB-44AD-BA08-F8E3FA45883D.docx,CDFDEB13-C98D-4725-B0A4-C8CDAE997E48,True,True,True
